CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,TechSupport,PaymentMethod,MonthlyUsageGB,NumComplaints,Churn
1028,31,Female,31,52.72,1634.32,One year,Fiber optic,No,Cash,120,0,No
1029,34,Female,41,43.17,1769.97,Two year,Fiber optic,No,Cash,120,3,Yes
1030,25,Male,9,113.07,1017.63,One year,DSL,No,Electronic Check,106,1,No
1031,55,Male,27,64.59,1743.93,One year,DSL,No,Credit Card,206,4,No
1032,62,Female,44,115.26,5071.44,Month-to-month,Fiber optic,Yes,Electronic Check,242,4,No
1033,40,Male,32,66.75,2136,Month-to-month,DSL,Yes,Bank Transfer,142,0,No
1034,38,Male,71,109.4,7767.4,Two year,DSL,No,Electronic Check,166,3,No
1035,30,Male,13,80.11,1041.43,Two year,DSL,Yes,Bank Transfer,76,2,No
1036,40,Female,14,96.75,1354.5,Month-to-month,DSL,Yes,Credit Card,239,2,No
1037,60,,71,107.26,7615.46,Month-to-month,Fiber optic,No,Bank Transfer,52,5,No
1038,63,Female,32,60.21,1926.72,One year,Fiber optic,No,Cash,42,3,Yes
1039,42,Female,22,60.64,1334.08,Two year,DSL,Yes,Electronic Check,188,1,Yes
1040,58,Female,17,51.08,868.36,One year,Fiber optic,Yes,Credit Card,99,3,No
1041,21,Female,23,82.3,1892.9,Two year,DSL,Yes,Electronic Check,166,5,No
1042,51,Female,29,97.03,2813.87,Two year,DSL,Yes,Credit Card,235,4,No
1043,62,Male,48,52.76,2532.48,One year,Fiber optic,No,Electronic Check,82,5,No
1044,65,Female,60,87.57,5254.2,Month-to-month,DSL,No,Cash,95,4,No
1045,24,Female,64,94.53,6049.92,One year,DSL,Yes,Credit Card,246,2,No
1046,61,Male,13,61.4,798.2,Two year,DSL,No,Bank Transfer,137,3,No
1047,46,Female,22,112.81,2481.82,Month-to-month,DSL,No,Cash,70,5,No
1048,39,Male,36,59.86,2154.96,Month-to-month,Fiber optic,Yes,Credit Card,200,4,No
1049,36,Male,34,56.53,1922.02,One year,Fiber optic,No,Cash,242,1,No
1050,55,Male,46,79.26,3645.96,Two year,Fiber optic,Yes,Electronic Check,247,0,No
1051,22,Female,16,85.54,1368.64,Two year,DSL,Yes,Electronic Check,186,2,Yes
1052,48,Female,65,94.18,6121.7,Month-to-month,DSL,No,Cash,129,2,No
1053,55,Female,52,67.15,3491.8,Month-to-month,Fiber optic,No,Bank Transfer,182,0,No
1054,38,Female,66,55.91,3690.06,Two year,Fiber optic,Yes,Cash,198,5,No
1055,54,Female,26,68.75,1787.5,Two year,Fiber optic,No,Electronic Check,199,4,Yes
1056,65,Female,9,79.42,714.78,Two year,DSL,No,Bank Transfer,202,3,No
1057,38,Male,23,101.4,2332.2,One year,Fiber optic,No,Electronic Check,78,3,No
1058,37,Female,63,53.57,3374.91,Two year,DSL,No,Credit Card,130,0,No
1059,63,Male,57,41.58,2370.06,Two year,DSL,No,Electronic Check,194,2,No
1060,34,Female,68,56.62,3850.16,Month-to-month,DSL,No,Cash,170,4,No
1061,24,Female,22,63.75,1402.5,One year,DSL,No,Cash,84,3,No
1062,37,Male,43,97.28,4183.04,Two year,DSL,No,Electronic Check,150,1,No
1063,38,Female,25,45.8,1145,Two year,DSL,No,Cash,174,1,No
1064,29,Female,18,111.51,2007.18,One year,DSL,Yes,Bank Transfer,223,5,No
1065,40,Female,9,48.51,436.59,Month-to-month,DSL,Yes,Credit Card,247,4,No
1066,22,Female,28,94.66,2650.48,One year,Fiber optic,Yes,Bank Transfer,64,1,No
1067,46,Male,30,79.6,2388,Month-to-month,DSL,No,Cash,180,4,No
1068,45,Female,28,76.14,2131.92,Two year,DSL,Yes,Credit Card,51,0,No
1069,21,Female,62,65.57,4065.34,Month-to-month,Fiber optic,Yes,Bank Transfer,243,0,No
1070,21,Male,50,51.61,2580.5,Two year,Fiber optic,No,Bank Transfer,60,3,No
1071,62,Male,39,112.49,4387.11,Two year,DSL,Yes,Electronic Check,239,0,Yes
1072,48,Male,12,55.21,662.52,Two year,Fiber optic,Yes,Cash,139,2,No
1073,61,Male,35,117.57,4114.95,Month-to-month,DSL,Yes,Electronic Check,149,4,No
1074,65,Female,72,91.07,6557.04,Two year,Fiber optic,Yes,Cash,209,0,No
1075,38,Male,10,60.13,601.3,Month-to-month,DSL,No,Credit Card,53,5,No
1076,26,Female,66,77.53,5116.98,Month-to-month,DSL,Yes,Cash,210,1,No
1077,46,Male,58,41.97,2434.26,One year,Fiber optic,Yes,Electronic Check,48,3,No
1078,24,Female,34,65.06,2212.04,Month-to-month,Fiber optic,Yes,Cash,102,4,Yes
1079,56,Female,27,66.41,1793.07,Two year,Fiber optic,Yes,Bank Transfer,207,3,No
1080,54,Male,72,97.55,7023.6,One year,DSL,Yes,Electronic Check,139,4,No
1081,41,Male,13,72.76,945.88,Month-to-month,Fiber optic,No,Cash,116,2,Yes
1082,43,Male,35,66.02,2310.7,Two year,DSL,Yes,Electronic Check,226,2,No
1083,41,Female,9,76.15,685.35,One year,Fiber optic,Yes,Credit Card,74,0,Yes
1084,54,Male,63,86.05,5421.15,Two year,Fiber optic,No,Electronic Check,143,2,No
1085,50,Male,44,82.57,3633.08,One year,DSL,Yes,Credit Card,87,3,No
1086,60,Male,7,104.94,734.58,Month-to-month,Fiber optic,Yes,Credit Card,58,1,No
1087,62,Female,23,80.92,1861.16,One year,Fiber optic,Yes,Bank Transfer,193,3,No
1088,36,Male,55,76.18,4189.9,One year,DSL,No,Cash,91,0,No
1089,55,Female,49,81.14,3975.86,Two year,Fiber optic,Yes,Electronic Check,157,0,No
1090,33,Male,39,95.68,3731.52,One year,Fiber optic,No,Cash,178,4,No
1091,47,Female,40,76.2,3048,Two year,DSL,Yes,Electronic Check,202,0,Yes
1092,48,Male,5,69.47,347.35,Month-to-month,DSL,Yes,Cash,108,3,No
1093,38,Female,48,90.87,4361.76,One year,Fiber optic,Yes,Cash,130,1,No
1094,47,Female,19,41.45,787.55,One year,DSL,No,Cash,106,4,No
1095,39,Female,54,95.31,5146.74,Month-to-month,Fiber optic,No,Cash,63,0,No
1096,29,Male,27,117.32,3167.64,Month-to-month,Fiber optic,Yes,Cash,238,0,No
1097,46,Male,24,106.75,2562,Two year,DSL,No,Electronic Check,52,5,Yes
1098,27,Male,71,94.33,6697.43,One year,Fiber optic,Yes,Cash,246,5,No
1099,24,Female,28,94.14,2635.92,Month-to-month,Fiber optic,No,Cash,140,0,Yes
1100,59,Male,62,48.47,3005.14,Month-to-month,Fiber optic,No,Electronic Check,166,5,No
1101,55,Female,28,103.1,2886.8,Month-to-month,DSL,No,Electronic Check,54,4,No
1102,61,Male,57,63.99,3647.43,Month-to-month,Fiber optic,No,Bank Transfer,145,1,No
1103,29,Male,33,55.62,1835.46,Two year,DSL,No,Electronic Check,111,3,No
1104,65,Female,40,61.36,2454.4,Two year,Fiber optic,Yes,Electronic Check,85,4,No
1105,32,Female,58,82.78,4801.24,Two year,DSL,Yes,Electronic Check,199,3,Yes
1106,51,Female,43,49.47,2127.21,Month-to-month,DSL,Yes,Bank Transfer,215,0,No
1107,35,Female,26,80.24,2086.24,One year,Fiber optic,Yes,Credit Card,250,2,No
1108,60,Female,29,46.77,1356.33,One year,Fiber optic,Yes,Credit Card,124,2,No
1109,29,Male,15,60.07,901.05,One year,DSL,Yes,Credit Card,116,2,No
1110,36,Male,35,82.37,2882.95,Month-to-month,Fiber optic,No,Bank Transfer,64,5,No
1111,42,Male,36,40.64,1463.04,One year,DSL,No,Cash,63,5,No
1112,57,Female,68,78.05,5307.4,One year,DSL,No,Bank Transfer,53,4,No
1113,53,Female,15,54.01,810.15,One year,DSL,No,Electronic Check,175,2,No
1114,51,Female,17,72.26,1228.42,Month-to-month,Fiber optic,Yes,Electronic Check,154,5,Yes
1115,29,Male,20,45.95,919,One year,Fiber optic,No,Electronic Check,80,1,No
1116,45,Male,57,72.45,4129.65,One year,Fiber optic,Yes,Credit Card,248,5,No
1117,29,Male,49,99.76,4888.24,One year,DSL,No,Cash,110,2,No
1118,47,Female,52,88.46,4599.92,Month-to-month,DSL,Yes,Credit Card,190,1,Yes
1119,54,Female,66,101.06,6669.96,One year,DSL,Yes,Credit Card,183,2,No
1120,31,Female,15,102.15,1532.25,One year,Fiber optic,No,Credit Card,197,3,No
1121,47,Female,49,68.7,3366.3,One year,DSL,Yes,Credit Card,127,5,No
1122,28,Female,66,53.78,3549.48,One year,DSL,Yes,Cash,93,3,No
1123,61,Male,23,71.78,1650.94,One year,Fiber optic,Yes,Cash,230,3,No
1124,44,Male,64,92.11,5895.04,One year,Fiber optic,No,Credit Card,186,3,No
1125,38,Male,17,51.99,883.83,Month-to-month,DSL,Yes,Cash,236,3,No
1126,63,Male,65,103.83,6748.95,Month-to-month,DSL,No,Credit Card,158,3,No
1127,61,Male,30,83.02,2490.6,Two year,DSL,No,Bank Transfer,209,1,No
1128,42,Male,31,46.08,1428.48,Month-to-month,Fiber optic,Yes,Bank Transfer,149,1,No
1129,23,Male,67,97.97,6563.99,Month-to-month,Fiber optic,No,Credit Card,185,5,No
1130,24,Female,50,47.17,2358.5,Month-to-month,DSL,Yes,Credit Card,119,3,Yes
1131,38,Female,54,53.34,2880.36,Two year,Fiber optic,No,Bank Transfer,218,3,Yes
1132,65,Female,50,104.67,5233.5,One year,DSL,No,Electronic Check,84,5,No
1133,60,Male,11,98.48,1083.28,One year,Fiber optic,No,Electronic Check,138,2,Yes
1134,57,Female,60,41.08,2464.8,Month-to-month,DSL,Yes,Bank Transfer,179,3,No
1135,36,Male,18,84.31,1517.58,Month-to-month,DSL,Yes,Credit Card,47,5,No
1136,46,Male,49,73.38,3595.62,Two year,DSL,Yes,Cash,75,2,Yes
1137,33,Male,51,68.55,3496.05,One year,DSL,No,Cash,177,2,No
1138,26,Female,66,106.19,7008.54,Month-to-month,Fiber optic,Yes,Electronic Check,233,3,No
1139,37,Male,8,44.17,353.36,Month-to-month,DSL,Yes,Cash,202,4,No
1140,36,Male,27,80.34,2169.18,One year,DSL,No,Credit Card,223,0,No
1141,33,Male,49,93.04,4558.96,One year,DSL,Yes,Bank Transfer,145,2,No
1142,63,Male,54,71.88,3881.52,Month-to-month,DSL,No,Credit Card,165,1,No
1143,46,Male,69,105.79,7299.51,Month-to-month,DSL,Yes,Cash,153,1,No
1144,32,Female,65,55.2,3588,Month-to-month,DSL,No,Credit Card,127,0,No
1145,50,Male,6,106.72,640.32,One year,Fiber optic,Yes,Credit Card,184,3,Yes
1146,26,Female,52,103.73,5393.96,One year,Fiber optic,No,Cash,52,4,No
1147,51,Female,3,74.15,222.45,Month-to-month,Fiber optic,Yes,Electronic Check,146,3,Yes
1148,54,Male,4,86.05,344.2,Month-to-month,Fiber optic,No,Electronic Check,232,4,Yes
1149,23,Male,48,86.62,4157.76,Two year,Fiber optic,No,Credit Card,81,2,No
1150,44,Male,28,51.69,1447.32,One year,Fiber optic,No,Electronic Check,127,2,No
1151,59,Male,48,43.01,2064.48,One year,Fiber optic,No,Credit Card,59,5,Yes
1152,31,Female,35,73.1,2558.5,Month-to-month,DSL,Yes,Electronic Check,224,3,Yes
1153,24,Male,66,64.11,4231.26,Two year,DSL,No,Electronic Check,115,4,No
1154,29,Male,5,75.38,376.9,Month-to-month,Fiber optic,No,Bank Transfer,182,0,Yes
1155,58,Male,68,73.97,5029.96,Month-to-month,DSL,Yes,Credit Card,224,2,No
1156,50,Female,26,102.51,2665.26,One year,Fiber optic,Yes,Credit Card,43,3,No
1157,23,Male,22,60.27,1325.94,Month-to-month,DSL,Yes,Credit Card,175,1,No
1158,34,Female,57,63.1,3596.7,One year,Fiber optic,Yes,Bank Transfer,192,1,No
1159,33,Female,39,116.43,4540.77,One year,DSL,No,Credit Card,66,5,No
1160,61,Female,56,106.19,5946.64,Month-to-month,Fiber optic,Yes,Cash,195,4,No
1161,63,Female,71,115.19,8178.49,Two year,Fiber optic,Yes,Electronic Check,212,4,No
1162,40,Female,51,88.59,4518.09,Month-to-month,DSL,No,Cash,131,1,No
1163,53,Female,57,56.73,3233.61,Two year,DSL,No,Cash,53,5,No
1164,28,Female,46,109.72,5047.12,Two year,DSL,No,Cash,43,2,No
1165,42,Male,40,87.13,3485.2,Month-to-month,DSL,No,Credit Card,211,5,No
1166,25,Female,17,102.48,1742.16,Two year,Fiber optic,Yes,Credit Card,204,5,No
1167,65,Female,24,100.44,2410.56,One year,Fiber optic,No,Cash,174,3,No
1168,25,Male,26,72.62,1888.12,Two year,DSL,Yes,Bank Transfer,222,3,No
1169,45,Female,27,89.75,2423.25,Two year,Fiber optic,Yes,Electronic Check,153,3,No
1170,31,Female,19,42.49,807.31,Two year,Fiber optic,No,Credit Card,189,5,No
1171,39,Female,71,93.01,6603.71,Month-to-month,Fiber optic,Yes,Bank Transfer,195,5,No
1172,62,Male,34,74.94,2547.96,Month-to-month,DSL,Yes,Electronic Check,52,0,No
1173,34,Male,1,93.79,93.79,Month-to-month,DSL,Yes,Credit Card,177,2,Yes
1174,42,Female,3,88.92,266.76,Month-to-month,Fiber optic,No,Electronic Check,99,1,Yes
1175,34,Female,51,110.96,5658.96,Month-to-month,Fiber optic,No,Cash,70,0,No
1176,57,Male,24,80.45,1930.8,Month-to-month,DSL,Yes,Electronic Check,246,0,Yes
1177,24,Female,41,110.24,4519.84,Month-to-month,DSL,Yes,Electronic Check,128,0,Yes
1178,58,Male,12,75.4,904.8,Month-to-month,DSL,Yes,Credit Card,231,5,No
1179,28,Male,12,116.21,1394.52,One year,Fiber optic,No,Bank Transfer,224,0,No
1180,37,Female,25,66.06,1651.5,Two year,Fiber optic,Yes,Cash,102,3,No
1181,42,Male,23,88.39,2032.97,One year,Fiber optic,No,Electronic Check,233,2,Yes
1182,47,Female,59,69.15,4079.85,Two year,DSL,No,Bank Transfer,117,1,No
1183,40,Male,17,109.73,1865.41,Month-to-month,Fiber optic,Yes,Bank Transfer,81,0,No
1184,60,Male,33,58.83,1941.39,One year,Fiber optic,No,Credit Card,149,1,No
1185,56,Male,46,110.91,5101.86,Two year,Fiber optic,Yes,Bank Transfer,162,4,No
1186,23,Female,6,98.09,588.54,Two year,Fiber optic,No,Electronic Check,127,5,Yes
1187,28,Female,24,115.88,2781.12,Two year,DSL,Yes,Bank Transfer,117,2,Yes
1188,57,Male,52,59.55,3096.6,One year,DSL,Yes,Credit Card,74,1,No
1189,44,Male,65,111.23,7229.95,Month-to-month,Fiber optic,No,Cash,188,4,Yes
1190,51,Female,24,81,1944,Month-to-month,Fiber optic,Yes,Bank Transfer,235,1,No
1191,29,Male,27,41.7,1125.9,Month-to-month,Fiber optic,Yes,Bank Transfer,213,5,No
1192,34,Female,12,75.3,903.6,Month-to-month,DSL,Yes,Electronic Check,162,4,No
1193,23,Female,7,108.26,757.82,Month-to-month,Fiber optic,Yes,Electronic Check,210,5,Yes
1194,57,Male,40,88.41,3536.4,One year,Fiber optic,No,Credit Card,107,0,No
1195,63,Female,42,41.52,1743.84,Month-to-month,Fiber optic,No,Electronic Check,118,3,No
1196,47,Male,2,63.56,127.12,Month-to-month,Fiber optic,No,Bank Transfer,111,2,No
1197,62,Male,64,86.08,5509.12,One year,DSL,No,Credit Card,141,2,No
1198,54,Female,25,71.67,1791.75,Two year,DSL,Yes,Bank Transfer,60,5,No
1199,25,Female,5,81.55,407.75,Two year,Fiber optic,Yes,Cash,141,0,Yes
1200,45,Female,71,97.96,6955.16,Month-to-month,Fiber optic,Yes,Electronic Check,250,2,No
1201,49,Female,31,95.01,2945.31,Month-to-month,Fiber optic,No,Bank Transfer,81,1,No
1202,49,Male,6,116.33,697.98,Two year,Fiber optic,No,Credit Card,187,1,Yes
1203,60,Male,8,75.53,604.24,One year,Fiber optic,Yes,Electronic Check,107,1,Yes
1204,31,Female,43,50.53,2172.79,Month-to-month,Fiber optic,No,Cash,170,4,No
1205,40,Female,22,81.59,1794.98,Two year,DSL,No,Bank Transfer,214,0,No
1206,42,Male,16,74.04,1184.64,Two year,Fiber optic,No,Cash,133,1,No
1207,24,Female,11,97.76,1075.36,Month-to-month,Fiber optic,No,Bank Transfer,161,3,Yes
1208,54,Female,5,86.97,434.85,One year,Fiber optic,No,Bank Transfer,193,2,No
1209,32,Male,4,84.51,338.04,One year,Fiber optic,No,Electronic Check,230,0,Yes
1210,45,Female,7,99.77,698.39,One year,Fiber optic,Yes,Bank Transfer,142,4,Yes
1211,48,Female,62,80.44,4987.28,Month-to-month,DSL,Yes,Bank Transfer,156,5,No
1212,30,Female,14,95.93,1343.02,Month-to-month,Fiber optic,No,Electronic Check,141,0,No
1213,45,Female,63,97.34,6132.42,Two year,Fiber optic,No,Electronic Check,84,0,No
1214,52,Male,24,75.66,1815.84,Two year,Fiber optic,No,Cash,213,4,No
1215,61,Female,44,97.89,4307.16,One year,Fiber optic,No,Bank Transfer,82,1,No
1216,55,Male,26,108.71,2826.46,One year,DSL,No,Cash,47,2,No
1217,44,Female,47,88.02,4136.94,Month-to-month,Fiber optic,Yes,Electronic Check,141,5,No
1218,45,Female,23,40.67,935.41,Two year,DSL,Yes,Credit Card,250,4,No
1219,41,Male,50,56.3,2815,One year,DSL,No,Credit Card,246,3,No
1220,30,Male,15,82.69,1240.35,One year,DSL,No,Cash,123,4,No
1221,61,Male,67,117.86,7896.62,Month-to-month,DSL,Yes,Bank Transfer,77,0,No
1222,49,Female,67,50.39,3376.13,Two year,Fiber optic,Yes,Credit Card,131,1,Yes
1223,35,Male,31,95.44,2958.64,Two year,DSL,Yes,Cash,184,1,No
1224,34,Female,47,96.71,4545.37,Month-to-month,Fiber optic,No,Credit Card,175,3,No
1225,33,Male,31,56.49,1751.19,Two year,Fiber optic,Yes,Electronic Check,249,4,No
1226,33,Male,10,103.78,1037.8,One year,Fiber optic,Yes,Cash,223,4,No
1227,54,Female,62,93.36,5788.32,Two year,Fiber optic,No,Cash,151,2,Yes
1228,56,Male,27,55.65,1502.55,Month-to-month,DSL,No,Cash,240,4,Yes
1229,49,Male,13,44.34,576.42,Month-to-month,Fiber optic,No,Cash,73,1,No
1230,65,Male,48,112.46,5398.08,Two year,Fiber optic,Yes,Electronic Check,189,0,No
1231,43,Male,16,107.3,1716.8,One year,DSL,Yes,Electronic Check,73,1,No
1232,39,Male,4,77.79,311.16,Two year,Fiber optic,Yes,Cash,179,4,Yes
1233,53,Female,13,50.3,653.9,Two year,Fiber optic,Yes,Cash,162,5,No
1234,41,Female,57,49.34,2812.38,Month-to-month,DSL,No,Credit Card,90,0,No
1235,65,Male,12,40.29,483.48,Month-to-month,Fiber optic,No,Credit Card,186,3,No
1236,56,Male,39,71.36,2783.04,One year,Fiber optic,No,Bank Transfer,108,2,Yes
1237,51,Male,57,82.72,4715.04,Two year,Fiber optic,No,Electronic Check,189,4,No
1238,32,Female,42,80.8,3393.6,Two year,Fiber optic,No,Bank Transfer,118,0,No
1239,25,Male,19,79.48,1510.12,One year,Fiber optic,No,Electronic Check,75,0,No
1240,53,Female,18,119.9,2158.2,One year,Fiber optic,No,Bank Transfer,222,0,No
1241,55,Male,26,101.57,2640.82,One year,Fiber optic,Yes,Electronic Check,225,4,No
1242,65,Female,3,85.26,255.78,Two year,Fiber optic,Yes,Cash,175,2,Yes
1243,58,Male,6,55.04,330.24,Month-to-month,DSL,No,Bank Transfer,81,4,Yes
1244,30,Female,30,109.25,3277.5,Two year,Fiber optic,No,Bank Transfer,113,4,Yes
1245,36,Male,9,108.49,976.41,One year,Fiber optic,No,Cash,151,0,Yes
1246,32,Female,28,101.42,2839.76,One year,Fiber optic,No,Bank Transfer,85,1,Yes
1247,35,Female,8,69.24,553.92,Month-to-month,DSL,No,Bank Transfer,216,5,No
1248,54,Male,49,48.58,2380.42,One year,Fiber optic,No,Electronic Check,93,1,No
1249,65,Female,49,93.01,4557.49,One year,DSL,Yes,Bank Transfer,166,5,No
1250,27,Female,38,96.1,3651.8,Month-to-month,DSL,Yes,Cash,187,0,No
1251,32,Female,64,68.68,4395.52,One year,Fiber optic,Yes,Cash,76,3,No
1252,29,Male,8,63.4,507.2,Month-to-month,Fiber optic,No,Cash,107,4,No
1253,27,Female,42,102.61,4309.62,Two year,DSL,Yes,Electronic Check,156,2,No
1254,27,Female,37,51.12,1891.44,Month-to-month,Fiber optic,Yes,Cash,165,1,Yes
1255,53,Male,4,70.08,280.32,Month-to-month,DSL,No,Credit Card,115,4,Yes
1256,23,Male,45,101.55,4569.75,Two year,Fiber optic,No,Electronic Check,63,4,Yes
1257,51,Male,46,108.03,4969.38,Two year,Fiber optic,Yes,Electronic Check,194,1,No
1258,36,Female,28,64.86,1816.08,Two year,Fiber optic,Yes,Cash,104,5,No
1259,35,Male,19,117.78,2237.82,One year,Fiber optic,Yes,Bank Transfer,82,4,No
1260,60,Male,10,65.3,653,Month-to-month,DSL,No,Bank Transfer,142,0,No
1261,65,Female,40,101.75,4070,Two year,Fiber optic,No,Credit Card,57,0,No
1262,35,Female,16,81.89,1310.24,Month-to-month,DSL,No,Cash,178,0,No
1263,33,Female,2,59.47,118.94,One year,Fiber optic,No,Electronic Check,113,0,No
1264,22,Male,2,90.15,180.3,Month-to-month,Fiber optic,No,Electronic Check,69,1,No
1265,64,Male,15,55.45,831.75,Two year,DSL,No,Credit Card,183,1,No
1266,51,Male,23,107.01,2461.23,Month-to-month,DSL,Yes,Credit Card,75,2,No
1267,57,Female,11,81.4,895.4,Month-to-month,Fiber optic,No,Electronic Check,178,3,Yes
1268,46,Male,68,82.29,5595.72,Month-to-month,Fiber optic,No,Bank Transfer,198,1,No
1269,54,Female,4,81.37,325.48,One year,DSL,No,Cash,168,0,Yes
1270,65,Female,5,50.49,252.45,Two year,Fiber optic,Yes,Bank Transfer,89,2,No
1271,45,Female,39,112.77,4398.03,Month-to-month,DSL,Yes,Credit Card,93,3,Yes
1272,31,Female,7,92.63,648.41,Month-to-month,DSL,Yes,Credit Card,221,4,Yes
1273,48,Male,61,116.46,7104.06,Two year,Fiber optic,Yes,Cash,97,0,No
1274,29,Female,44,80.49,3541.56,One year,DSL,No,Electronic Check,143,2,No
1275,45,Male,30,70.18,2105.4,Month-to-month,Fiber optic,Yes,Credit Card,147,4,No
1276,52,Male,8,118.26,946.08,Two year,DSL,No,Electronic Check,171,0,Yes
1277,42,Female,5,62.14,310.7,Month-to-month,DSL,No,Electronic Check,223,3,No
1278,36,Female,63,99.99,6299.37,Month-to-month,Fiber optic,No,Credit Card,184,0,Yes
1279,41,Male,66,93.02,6139.32,Month-to-month,Fiber optic,No,Cash,203,3,No
1280,64,Male,61,93.17,5683.37,Two year,Fiber optic,Yes,Credit Card,55,0,No
1281,38,Female,5,61.5,307.5,Two year,Fiber optic,Yes,Cash,127,1,No
1282,35,Male,45,98.8,4446,Month-to-month,Fiber optic,Yes,Cash,79,1,No
1283,35,Male,11,71.6,787.6,One year,DSL,Yes,Cash,96,2,Yes
1284,64,Male,67,117.7,7885.9,Two year,Fiber optic,No,Cash,170,3,No
1285,38,Male,57,66.96,3816.72,One year,Fiber optic,Yes,Cash,81,4,No
1286,53,Female,65,98.29,6388.85,One year,Fiber optic,No,Electronic Check,221,3,No
1287,46,Male,71,70.13,4979.23,One year,DSL,Yes,Electronic Check,221,3,No
1288,31,Female,34,119.7,4069.8,One year,DSL,Yes,Cash,68,1,No
1289,30,Male,15,70.75,1061.25,One year,Fiber optic,Yes,Credit Card,109,0,No
1290,54,Female,61,111.13,6778.93,Two year,Fiber optic,Yes,Electronic Check,121,3,No
1291,62,Female,50,63.2,3160,Two year,Fiber optic,No,Cash,221,5,No
1292,48,Female,35,54.93,1922.55,One year,Fiber optic,Yes,Electronic Check,187,1,No
1293,30,Male,15,82.52,1237.8,One year,DSL,Yes,Electronic Check,83,5,No
1294,29,Male,52,74.06,3851.12,Two year,DSL,Yes,Electronic Check,103,1,No
1295,34,Female,51,75.49,3849.99,Two year,Fiber optic,No,Electronic Check,60,4,No
1296,60,Female,8,102.16,817.28,Month-to-month,DSL,Yes,Credit Card,46,1,No
1297,38,Female,25,97.62,2440.5,Two year,Fiber optic,No,Credit Card,221,3,No
1298,50,Male,31,45.69,1416.39,Two year,DSL,No,Credit Card,114,2,No
1299,63,Male,3,95.56,286.68,Two year,Fiber optic,No,Credit Card,189,5,Yes
1300,49,Male,13,73.88,960.44,Month-to-month,Fiber optic,No,Bank Transfer,143,5,No
1301,23,Female,19,114.27,2171.13,Two year,DSL,No,Electronic Check,189,4,No
1302,37,Female,5,102.33,511.65,Month-to-month,Fiber optic,Yes,Cash,140,4,Yes
1303,56,Female,17,80.27,1364.59,One year,Fiber optic,No,Credit Card,245,5,No
1304,39,Female,21,107.38,2254.98,One year,DSL,No,Credit Card,70,5,No
1305,27,Male,60,115.74,6944.4,Month-to-month,DSL,Yes,Credit Card,248,0,No
1306,23,Female,15,43.51,652.65,Month-to-month,DSL,No,Bank Transfer,80,4,No
1307,57,Male,63,110.03,6931.89,One year,Fiber optic,Yes,Electronic Check,175,0,No
1308,61,Female,7,116.5,815.5,Month-to-month,DSL,Yes,Electronic Check,180,2,No
1309,58,Male,33,76.69,2530.77,One year,DSL,Yes,Electronic Check,221,3,Yes
